Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Car_Age,Price_Category,Mileage_Category
771,Hyundai,Venue,2020,CNG,Manual,1370000,13.2,1800,4,24600,5,Mid Range,Low Mileage
772,Hyundai,i20,2015,Petrol,Automatic,2670000,28,800,5,11000,10,Luxury,High Mileage
773,Renault,Kwid,2018,CNG,Automatic,1270000,13.7,1200,6,24800,7,Mid Range,Low Mileage
774,Kia,Seltos,2020,Electric,Automatic,2860000,19.3,2500,4,19200,5,Luxury,Low Mileage
775,Kia,Carens,2023,Petrol,Automatic,3190000,11.4,1000,4,9000,2,Luxury,Low Mileage
776,Maruti Suzuki,Dzire,2019,Petrol,Manual,2070000,20.1,1500,4,18300,6,Luxury,High Mileage
777,Tata Motors,Altroz,2023,Petrol,Manual,1330000,29.6,1000,4,13100,2,Mid Range,High Mileage
778,Volkswagen,Polo,2023,CNG,Automatic,2420000,11.8,2000,6,8300,2,Luxury,Low Mileage
779,Skoda,Kushaq,2019,Diesel,Automatic,3000000,26.3,1200,4,17900,6,Luxury,High Mileage
780,Maruti Suzuki,Dzire,2021,CNG,Automatic,3020000,13.8,1800,5,17100,4,Luxury,Low Mileage
781,Tata Motors,Harrier,2021,CNG,Manual,2310000,24.4,1000,5,12300,4,Luxury,High Mileage
782,Kia,Carnival,2015,Diesel,Automatic,3360000,24.2,2500,6,5500,10,Luxury,High Mileage
783,Hyundai,i20,2018,Diesel,Manual,2570000,21.2,2500,6,7200,7,Luxury,High Mileage
784,Mahindra,XUV300,2020,Diesel,Automatic,1020000,12.8,800,7,7800,5,Mid Range,Low Mileage
785,Hyundai,Venue,2023,Electric,Automatic,2580000,14.4,1200,5,18000,2,Luxury,Low Mileage
786,Volkswagen,Vento,2020,Electric,Automatic,2010000,12.5,1200,5,24300,5,Luxury,Low Mileage
787,Skoda,Superb,2019,Diesel,Manual,2890000,27.7,1200,6,21500,6,Luxury,High Mileage
788,Hyundai,i10,2019,Diesel,Manual,2920000,17.2,1800,6,10800,6,Luxury,Low Mileage
789,Hyundai,i20,2020,Diesel,Automatic,460000,15.2,1800,4,21600,5,Budget,Low Mileage
790,Renault,Kiger,2017,CNG,Manual,1370000,10.3,1500,5,6000,8,Mid Range,Low Mileage
791,Honda,Civic,2024,CNG,Manual,3180000,10.2,800,4,6100,1,Luxury,Low Mileage
792,Skoda,Octavia,2016,Petrol,Manual,1490000,10.2,1000,6,5700,9,Mid Range,Low Mileage
793,Mahindra,XUV300,2019,Electric,Automatic,1860000,15,800,6,20200,6,Mid Range,Low Mileage
794,Kia,Carnival,2019,Diesel,Automatic,3450000,19.8,800,6,17500,6,Luxury,Low Mileage
795,Maruti Suzuki,Swift,2017,CNG,Automatic,1960000,15.9,2500,6,7800,8,Mid Range,Low Mileage
796,Honda,Jazz,2021,Electric,Manual,3390000,22.2,1200,7,19500,4,Luxury,High Mileage
797,Maruti Suzuki,Baleno,2021,Petrol,Manual,2820000,12.9,2500,7,8500,4,Luxury,Low Mileage
798,Maruti Suzuki,Swift,2020,Petrol,Manual,1420000,22.9,1000,5,20500,5,Mid Range,High Mileage
799,Kia,Carnival,2018,CNG,Manual,800000,15.6,800,7,10300,7,Budget,Low Mileage
800,Skoda,Kushaq,2018,Electric,Manual,1700000,22.9,1200,5,13900,7,Mid Range,High Mileage
801,Hyundai,i10,2021,Electric,Manual,2470000,24.4,1000,7,17900,4,Luxury,High Mileage
802,Kia,Carnival,2016,Electric,Manual,2080000,27.8,1000,7,25000,9,Luxury,High Mileage
803,Toyota,Fortuner,2019,Petrol,Manual,1940000,29.5,1000,7,5200,6,Mid Range,High Mileage
804,Maruti Suzuki,Baleno,2017,Petrol,Manual,2310000,22.9,1200,6,19700,8,Luxury,High Mileage
805,Toyota,Urban Cruiser,2018,Electric,Automatic,1170000,10.1,2500,7,12400,7,Mid Range,Low Mileage
806,Hyundai,i10,2015,Petrol,Manual,2980000,13,800,4,6900,10,Luxury,Low Mileage
807,Volkswagen,Polo,2023,Petrol,Automatic,3460000,28.8,2000,6,22400,2,Luxury,High Mileage
808,Maruti Suzuki,Swift,2022,Electric,Manual,720000,25.5,800,6,8000,3,Budget,High Mileage
809,Maruti Suzuki,Dzire,2018,Electric,Automatic,1350000,28.1,2500,7,7700,7,Mid Range,High Mileage
810,Volkswagen,Vento,2017,Petrol,Manual,2670000,14.8,2500,5,13100,8,Luxury,Low Mileage
811,Maruti Suzuki,Swift,2021,Diesel,Automatic,1060000,24.2,1500,6,21700,4,Mid Range,High Mileage
812,Toyota,Innova,2020,Petrol,Manual,610000,16.6,2500,7,8600,5,Budget,Low Mileage
813,Hyundai,i10,2020,CNG,Automatic,3310000,23.4,1000,7,10400,5,Luxury,High Mileage
814,Mahindra,Thar,2017,Petrol,Manual,450000,16,1800,6,18400,8,Budget,Low Mileage
815,Mahindra,Bolero,2020,Electric,Manual,2060000,14.2,1800,4,10000,5,Luxury,Low Mileage
816,Tata Motors,Nexon,2019,Petrol,Manual,1820000,12.9,800,7,17700,6,Mid Range,Low Mileage
817,Maruti Suzuki,Baleno,2021,Diesel,Manual,2380000,19,800,4,6300,4,Luxury,Low Mileage
818,Kia,EV6,2020,Petrol,Manual,1330000,22.5,2500,6,16000,5,Mid Range,High Mileage
819,Toyota,Fortuner,2022,Diesel,Manual,2930000,13.6,1800,5,14800,3,Luxury,Low Mileage
820,Hyundai,Creta,2020,CNG,Automatic,1070000,17,1000,5,8000,5,Mid Range,Low Mileage
821,Toyota,Fortuner,2023,Petrol,Automatic,2090000,17.6,2000,5,15100,2,Luxury,Low Mileage
822,Tata Motors,Nexon,2017,Electric,Manual,2750000,10.5,1500,6,21500,8,Luxury,Low Mileage
823,Skoda,Slavia,2021,Petrol,Automatic,2420000,27.4,1800,4,12000,4,Luxury,High Mileage
824,Honda,WR-V,2024,Diesel,Automatic,890000,21.9,1500,7,9600,1,Budget,High Mileage
825,Skoda,Kushaq,2018,Electric,Manual,2880000,27.6,2500,6,11600,7,Luxury,High Mileage
826,Renault,Triber,2022,Electric,Automatic,2290000,18,1000,4,21400,3,Luxury,Low Mileage
827,Honda,Civic,2020,Petrol,Manual,2510000,26.4,1000,6,8900,5,Luxury,High Mileage
828,Renault,Kwid,2024,Electric,Automatic,1500000,24.8,1800,7,19200,1,Mid Range,High Mileage
829,Kia,Carnival,2024,Petrol,Manual,2820000,29.2,2000,7,8500,1,Luxury,High Mileage
830,Tata Motors,Harrier,2024,Electric,Automatic,1570000,18.3,2500,6,14100,1,Mid Range,Low Mileage
831,Kia,Sonet,2017,CNG,Automatic,1860000,10.5,1200,7,14700,8,Mid Range,Low Mileage
832,Skoda,Octavia,2021,Diesel,Manual,1270000,13.9,1500,6,21200,4,Mid Range,Low Mileage
833,Toyota,Urban Cruiser,2015,Electric,Automatic,3230000,28.7,2000,4,7400,10,Luxury,High Mileage
834,Mahindra,XUV300,2022,Diesel,Manual,2050000,16.8,2000,5,12500,3,Luxury,Low Mileage
835,Renault,Kiger,2023,Petrol,Automatic,1350000,12,1000,6,13400,2,Mid Range,Low Mileage
836,Tata Motors,Nexon,2024,Diesel,Automatic,730000,10.9,2500,5,18200,1,Budget,Low Mileage
837,Kia,Sonet,2015,CNG,Automatic,2260000,27.9,1200,4,9700,10,Luxury,High Mileage
838,Volkswagen,Vento,2020,CNG,Automatic,2730000,27.5,1800,4,14000,5,Luxury,High Mileage
839,Hyundai,i20,2024,Electric,Manual,3110000,18.3,2500,7,23900,1,Luxury,Low Mileage
840,Skoda,Kushaq,2020,Petrol,Manual,810000,22.9,1500,4,23100,5,Budget,High Mileage
841,Honda,Jazz,2021,CNG,Automatic,1010000,16.6,1200,6,17900,4,Mid Range,Low Mileage
842,Skoda,Rapid,2017,Electric,Automatic,620000,30,1800,6,16200,8,Budget,High Mileage
843,Volkswagen,Virtus,2022,Diesel,Automatic,2320000,29.9,1200,6,8900,3,Luxury,High Mileage
844,Toyota,Camry,2018,Diesel,Manual,730000,24.5,1200,5,24000,7,Budget,High Mileage
845,Maruti Suzuki,Dzire,2015,CNG,Manual,2970000,22,2500,7,16400,10,Luxury,High Mileage
846,Toyota,Innova,2016,CNG,Automatic,2410000,13.2,1200,5,22700,9,Luxury,Low Mileage
847,Volkswagen,Vento,2015,Electric,Manual,660000,16.6,2000,5,13200,10,Budget,Low Mileage
848,Kia,Seltos,2022,Electric,Manual,1390000,19.1,1000,5,17200,3,Mid Range,Low Mileage
849,Toyota,Urban Cruiser,2019,CNG,Automatic,1090000,14.1,1000,7,18300,6,Mid Range,Low Mileage
850,Skoda,Kushaq,2016,Diesel,Automatic,1100000,10.9,1500,4,11500,9,Mid Range,Low Mileage
851,Tata Motors,Tiago,2017,Petrol,Automatic,3310000,15.1,1500,4,17200,8,Luxury,Low Mileage
852,Honda,Amaze,2020,CNG,Manual,2190000,28.3,800,5,23900,5,Luxury,High Mileage
853,Skoda,Slavia,2023,Diesel,Automatic,1880000,28.3,800,6,19200,2,Mid Range,High Mileage
854,Skoda,Slavia,2016,CNG,Automatic,1400000,29.2,1200,4,19700,9,Mid Range,High Mileage
855,Skoda,Rapid,2021,Electric,Automatic,1590000,29.6,2500,5,20800,4,Mid Range,High Mileage
856,Kia,Carens,2017,Petrol,Manual,970000,24.8,1500,4,22300,8,Budget,High Mileage
857,Toyota,Innova,2024,Diesel,Automatic,1640000,21.1,2000,4,24100,1,Mid Range,High Mileage
858,Maruti Suzuki,Baleno,2024,Diesel,Manual,3030000,18.6,1800,4,19700,1,Luxury,Low Mileage
859,Skoda,Rapid,2015,Electric,Automatic,2020000,18.9,1500,4,18000,10,Luxury,Low Mileage
860,Maruti Suzuki,Baleno,2016,Electric,Automatic,2950000,10.1,2500,6,16700,9,Luxury,Low Mileage
861,Skoda,Octavia,2021,Petrol,Manual,3050000,24.3,1500,5,24900,4,Luxury,High Mileage
862,Skoda,Slavia,2023,Petrol,Manual,1230000,17.8,1200,5,15200,2,Mid Range,Low Mileage
863,Toyota,Innova,2015,Electric,Automatic,1410000,14.2,1500,7,24000,10,Mid Range,Low Mileage
864,Skoda,Rapid,2019,Diesel,Manual,2670000,28,1800,5,24500,6,Luxury,High Mileage
865,Volkswagen,Vento,2018,CNG,Automatic,2260000,27.1,1500,4,22300,7,Luxury,High Mileage
866,Volkswagen,Polo,2024,CNG,Automatic,970000,10.1,1000,7,14100,1,Budget,Low Mileage
867,Renault,Triber,2020,CNG,Manual,680000,11.9,2500,6,5500,5,Budget,Low Mileage
868,Tata Motors,Harrier,2016,Petrol,Manual,3220000,21.7,2500,6,19600,9,Luxury,High Mileage
869,Mahindra,XUV300,2019,CNG,Manual,2410000,17.5,1800,4,7200,6,Luxury,Low Mileage
870,Hyundai,i10,2019,Electric,Automatic,700000,25.5,1500,6,16900,6,Budget,High Mileage
871,Hyundai,Verna,2024,Diesel,Manual,2900000,29.7,1000,7,22300,1,Luxury,High Mileage
872,Renault,Duster,2022,CNG,Manual,1610000,19.1,1800,4,17200,3,Mid Range,Low Mileage
873,Mahindra,Thar,2021,Electric,Manual,1660000,13.6,1800,6,24000,4,Mid Range,Low Mileage
874,Skoda,Octavia,2015,Petrol,Manual,890000,11.4,2500,4,22500,10,Budget,Low Mileage
875,Honda,Amaze,2024,Petrol,Automatic,1830000,14.6,1200,7,5000,1,Mid Range,Low Mileage
876,Renault,Kwid,2024,Electric,Automatic,1870000,20.3,1200,5,16400,1,Mid Range,High Mileage
877,Skoda,Kushaq,2018,Petrol,Automatic,2070000,10.3,1000,5,10500,7,Luxury,Low Mileage
878,Kia,Sonet,2018,CNG,Manual,3220000,11,1800,5,12900,7,Luxury,Low Mileage
879,Volkswagen,Tiguan,2015,CNG,Manual,790000,23.4,2500,5,9000,10,Budget,High Mileage
880,Hyundai,i10,2022,CNG,Automatic,1830000,29.2,1200,5,15100,3,Mid Range,High Mileage
881,Skoda,Kushaq,2019,Petrol,Automatic,1700000,11.7,2000,7,22800,6,Mid Range,Low Mileage
882,Renault,Kwid,2015,Electric,Manual,1450000,22.2,1500,4,6600,10,Mid Range,High Mileage
883,Skoda,Rapid,2021,Petrol,Manual,2080000,16.7,2000,6,16400,4,Luxury,Low Mileage
884,Skoda,Slavia,2019,CNG,Automatic,2090000,26.2,1000,4,10000,6,Luxury,High Mileage
885,Kia,Carnival,2019,Electric,Automatic,510000,21.5,800,4,7900,6,Budget,High Mileage
886,Kia,Carens,2023,Petrol,Manual,3280000,21,800,6,8500,2,Luxury,High Mileage
887,Mahindra,XUV700,2024,CNG,Automatic,1600000,17.4,1200,7,19800,1,Mid Range,Low Mileage
888,Skoda,Kushaq,2020,Petrol,Automatic,900000,27.9,1200,5,8900,5,Budget,High Mileage
889,Hyundai,Creta,2019,CNG,Manual,1280000,29.4,1800,6,21100,6,Mid Range,High Mileage
890,Hyundai,Venue,2019,CNG,Automatic,430000,25.5,1200,7,12700,6,Budget,High Mileage
891,Toyota,Innova,2018,Electric,Automatic,610000,15.5,2000,4,21800,7,Budget,Low Mileage
892,Skoda,Superb,2020,CNG,Automatic,2010000,26.4,2000,5,9600,5,Luxury,High Mileage
893,Skoda,Superb,2019,Electric,Manual,2900000,17.9,2000,4,16100,6,Luxury,Low Mileage
894,Volkswagen,Virtus,2023,Diesel,Automatic,910000,13.5,1000,7,5100,2,Budget,Low Mileage
895,Renault,Kwid,2023,Petrol,Automatic,800000,21,1000,7,19400,2,Budget,High Mileage
896,Maruti Suzuki,WagonR,2020,Diesel,Manual,1310000,10.7,1500,7,8000,5,Mid Range,Low Mileage
897,Tata Motors,Harrier,2015,Petrol,Manual,2190000,28,800,6,14300,10,Luxury,High Mileage
898,Toyota,Urban Cruiser,2019,Diesel,Manual,2180000,28.1,2000,7,9300,6,Luxury,High Mileage
899,Renault,Triber,2016,Petrol,Manual,550000,17.1,2500,7,23600,9,Budget,Low Mileage
900,Renault,Kwid,2016,Petrol,Manual,960000,19.4,1200,5,16800,9,Budget,Low Mileage
901,Maruti Suzuki,Ertiga,2023,Electric,Automatic,3500000,13,1200,5,11500,2,Luxury,Low Mileage
902,Renault,Duster,2023,Electric,Automatic,1290000,21.7,1200,4,17300,2,Mid Range,High Mileage
903,Hyundai,Venue,2021,Diesel,Manual,2850000,11.6,1000,6,6000,4,Luxury,Low Mileage
904,Renault,Kwid,2022,Diesel,Automatic,2060000,19,1500,4,17300,3,Luxury,Low Mileage
905,Maruti Suzuki,Baleno,2022,Electric,Manual,1120000,28.6,2000,4,23400,3,Mid Range,High Mileage
906,Skoda,Kushaq,2019,Petrol,Automatic,2570000,10.1,1000,4,18600,6,Luxury,Low Mileage
907,Hyundai,i20,2023,Petrol,Automatic,1950000,14.7,1800,6,13000,2,Mid Range,Low Mileage
908,Renault,Triber,2018,Electric,Manual,2470000,11,1200,5,6200,7,Luxury,Low Mileage
909,Hyundai,i10,2015,CNG,Manual,2330000,29.8,1800,5,11500,10,Luxury,High Mileage
910,Renault,Kwid,2016,Petrol,Manual,2860000,28.9,2000,6,11200,9,Luxury,High Mileage
911,Volkswagen,Polo,2021,Electric,Automatic,2790000,23.7,2000,6,12800,4,Luxury,High Mileage
912,Maruti Suzuki,Ertiga,2015,CNG,Manual,1170000,23.9,800,7,13900,10,Mid Range,High Mileage
913,Toyota,Fortuner,2017,Electric,Automatic,2190000,27.9,800,5,6000,8,Luxury,High Mileage
914,Hyundai,i20,2016,Petrol,Automatic,1570000,24,1200,4,23000,9,Mid Range,High Mileage
915,Honda,Jazz,2019,Diesel,Automatic,1570000,22.7,2000,4,19000,6,Mid Range,High Mileage
916,Mahindra,XUV700,2016,Electric,Automatic,2630000,25.5,1500,7,10000,9,Luxury,High Mileage
917,Tata Motors,Punch,2020,Diesel,Manual,1090000,27.5,1000,6,24900,5,Mid Range,High Mileage
918,Renault,Lodgy,2017,Electric,Manual,3190000,17.3,1500,7,11100,8,Luxury,Low Mileage
919,Mahindra,Thar,2020,CNG,Manual,2640000,27.6,2000,5,18200,5,Luxury,High Mileage
920,Volkswagen,Taigun,2019,CNG,Manual,800000,13.3,2000,4,10000,6,Budget,Low Mileage
921,Hyundai,i20,2019,Diesel,Automatic,2040000,28.9,800,6,19500,6,Luxury,High Mileage
922,Volkswagen,Virtus,2020,Electric,Manual,1710000,17.4,1800,7,15700,5,Mid Range,Low Mileage
923,Renault,Kwid,2016,CNG,Manual,600000,27.8,1200,5,20100,9,Budget,High Mileage
924,Volkswagen,Polo,2021,Petrol,Automatic,1040000,29.9,1500,5,14800,4,Mid Range,High Mileage
925,Honda,Jazz,2019,Petrol,Automatic,3430000,18,2000,6,6700,6,Luxury,Low Mileage
926,Maruti Suzuki,Ertiga,2024,Diesel,Automatic,1310000,27.3,1000,5,13900,1,Mid Range,High Mileage
927,Maruti Suzuki,Ertiga,2024,CNG,Manual,2440000,15.5,800,5,8700,1,Luxury,Low Mileage
928,Toyota,Camry,2021,CNG,Automatic,1730000,22.3,1500,7,19100,4,Mid Range,High Mileage
929,Kia,EV6,2018,Diesel,Automatic,1350000,22.4,1500,7,23700,7,Mid Range,High Mileage
930,Volkswagen,Vento,2024,Diesel,Automatic,2860000,12.6,1200,5,20500,1,Luxury,Low Mileage
931,Mahindra,XUV300,2024,Petrol,Manual,3340000,22.1,1500,4,12300,1,Luxury,High Mileage
932,Honda,Jazz,2023,CNG,Automatic,2780000,24.5,1500,6,10200,2,Luxury,High Mileage
933,Toyota,Innova,2021,CNG,Manual,2260000,28.3,1500,4,15100,4,Luxury,High Mileage
934,Volkswagen,Virtus,2024,CNG,Manual,2140000,26.3,2000,6,16300,1,Luxury,High Mileage
935,Hyundai,i20,2020,Petrol,Manual,1600000,17.4,1200,5,15600,5,Mid Range,Low Mileage
936,Maruti Suzuki,Baleno,2015,Petrol,Automatic,1990000,14.8,800,5,7400,10,Mid Range,Low Mileage
937,Hyundai,Creta,2015,CNG,Manual,2430000,14.4,2500,5,22200,10,Luxury,Low Mileage
938,Hyundai,Creta,2021,Diesel,Manual,1100000,28.4,1500,5,9800,4,Mid Range,High Mileage
939,Kia,Carens,2017,CNG,Automatic,530000,29.4,800,7,5700,8,Budget,High Mileage
940,Maruti Suzuki,Swift,2021,CNG,Manual,3420000,22.5,1000,4,5900,4,Luxury,High Mileage
941,Skoda,Rapid,2017,CNG,Automatic,1320000,24.9,2000,5,23400,8,Mid Range,High Mileage
942,Honda,Amaze,2022,Petrol,Automatic,2080000,10.5,800,7,15200,3,Luxury,Low Mileage
943,Honda,Amaze,2021,CNG,Automatic,670000,14.9,1800,7,17700,4,Budget,Low Mileage
944,Mahindra,Thar,2023,CNG,Automatic,1630000,22.3,2000,6,11400,2,Mid Range,High Mileage
945,Hyundai,Venue,2020,Electric,Automatic,3270000,17.2,2500,7,17700,5,Luxury,Low Mileage
946,Kia,Sonet,2015,Petrol,Automatic,3250000,14.7,2500,5,14600,10,Luxury,Low Mileage
947,Hyundai,Verna,2024,Petrol,Manual,2400000,29,1500,5,16200,1,Luxury,High Mileage
948,Honda,Amaze,2022,Electric,Automatic,2230000,18.9,1800,4,23700,3,Luxury,Low Mileage
949,Volkswagen,Polo,2016,Petrol,Manual,2900000,16.2,1000,7,21400,9,Luxury,Low Mileage
950,Tata Motors,Harrier,2022,Electric,Automatic,1750000,17,1000,6,24700,3,Mid Range,Low Mileage
951,Tata Motors,Nexon,2024,Diesel,Manual,1740000,13.7,2000,6,18500,1,Mid Range,Low Mileage
952,Skoda,Superb,2023,Petrol,Automatic,430000,28.3,1000,7,20200,2,Budget,High Mileage
953,Hyundai,i10,2016,Diesel,Automatic,620000,14.2,1800,5,20100,9,Budget,Low Mileage
954,Volkswagen,Tiguan,2017,Diesel,Manual,2600000,12.8,2500,5,10000,8,Luxury,Low Mileage
955,Mahindra,Thar,2019,Diesel,Automatic,1510000,15.5,1200,7,14900,6,Mid Range,Low Mileage
956,Toyota,Camry,2015,Petrol,Automatic,3380000,19.8,1500,5,12500,10,Luxury,Low Mileage
957,Kia,Sonet,2023,Petrol,Manual,2560000,27.4,1500,7,16100,2,Luxury,High Mileage
958,Tata Motors,Nexon,2021,Electric,Automatic,750000,29.9,2000,5,16600,4,Budget,High Mileage
959,Renault,Triber,2023,CNG,Automatic,1960000,26.1,800,6,20500,2,Mid Range,High Mileage
960,Skoda,Kushaq,2024,Petrol,Manual,2930000,25.6,2000,5,22600,1,Luxury,High Mileage
961,Mahindra,Bolero,2021,Electric,Automatic,2150000,17.7,1800,6,16300,4,Luxury,Low Mileage
962,Toyota,Urban Cruiser,2015,CNG,Manual,580000,27.7,2000,7,21600,10,Budget,High Mileage
963,Maruti Suzuki,Swift,2024,Diesel,Manual,2770000,19.7,2000,7,9300,1,Luxury,Low Mileage
964,Kia,Carnival,2023,CNG,Automatic,1520000,21.3,1200,6,9400,2,Mid Range,High Mileage
965,Toyota,Innova,2017,Diesel,Automatic,980000,13.2,1000,6,16400,8,Budget,Low Mileage
966,Kia,Carens,2022,Electric,Manual,2900000,16.6,800,7,21300,3,Luxury,Low Mileage
967,Mahindra,XUV700,2021,Electric,Manual,2070000,13.5,1500,6,14800,4,Luxury,Low Mileage
968,Kia,Sonet,2022,Electric,Automatic,3130000,13.6,1200,4,22800,3,Luxury,Low Mileage
969,Volkswagen,Tiguan,2018,Electric,Manual,1100000,11.6,1800,5,17900,7,Mid Range,Low Mileage
970,Maruti Suzuki,Ertiga,2024,Diesel,Automatic,790000,17.8,1000,4,7900,1,Budget,Low Mileage
971,Mahindra,XUV300,2016,Electric,Manual,2760000,18.6,1500,5,14800,9,Luxury,Low Mileage
972,Kia,Sonet,2020,Electric,Manual,1170000,10,1000,6,12200,5,Mid Range,Low Mileage
973,Maruti Suzuki,Ertiga,2023,CNG,Manual,850000,11.2,1200,5,16900,2,Budget,Low Mileage
974,Skoda,Rapid,2023,Diesel,Automatic,1940000,15.8,1200,5,19200,2,Mid Range,Low Mileage
975,Skoda,Kushaq,2024,CNG,Automatic,2440000,10.4,1200,5,18900,1,Luxury,Low Mileage
976,Maruti Suzuki,Swift,2016,Electric,Manual,940000,24.8,1800,4,13000,9,Budget,High Mileage
977,Hyundai,Verna,2018,Petrol,Manual,2220000,17.4,2000,7,16700,7,Luxury,Low Mileage
978,Skoda,Rapid,2023,Electric,Manual,2790000,11.5,1500,7,6000,2,Luxury,Low Mileage
979,Honda,City,2024,Petrol,Manual,1770000,24.4,2000,7,15300,1,Mid Range,High Mileage
980,Toyota,Fortuner,2020,CNG,Automatic,3110000,10.4,800,6,16000,5,Luxury,Low Mileage
981,Kia,Carens,2016,Petrol,Manual,3260000,24.7,2500,5,6000,9,Luxury,High Mileage
982,Renault,Lodgy,2024,Electric,Manual,940000,25.6,800,7,10700,1,Budget,High Mileage
983,Kia,Carens,2018,CNG,Automatic,1590000,25,2500,6,17100,7,Mid Range,High Mileage
984,Toyota,Camry,2016,Diesel,Automatic,1470000,17.6,1000,7,18700,9,Mid Range,Low Mileage
985,Volkswagen,Polo,2021,Diesel,Automatic,2640000,20.4,2000,5,21700,4,Luxury,High Mileage
986,Toyota,Innova,2018,CNG,Automatic,1410000,22.5,2000,4,5900,7,Mid Range,High Mileage
987,Honda,Amaze,2020,Diesel,Automatic,2850000,14.5,800,4,11700,5,Luxury,Low Mileage
988,Toyota,Fortuner,2017,CNG,Automatic,1380000,27,2000,6,17900,8,Mid Range,High Mileage
989,Toyota,Glanza,2015,CNG,Automatic,2480000,19,1800,7,19300,10,Luxury,Low Mileage
990,Hyundai,Creta,2018,CNG,Manual,2830000,21.8,1200,7,12500,7,Luxury,High Mileage
991,Mahindra,XUV300,2018,CNG,Manual,2560000,17.1,1500,5,16000,7,Luxury,Low Mileage
992,Mahindra,Bolero,2017,Electric,Automatic,420000,20.8,800,5,10400,8,Budget,High Mileage
993,Hyundai,Venue,2017,Electric,Automatic,410000,24.3,1200,7,13700,8,Budget,High Mileage
994,Honda,Civic,2020,CNG,Manual,1320000,28.3,1800,4,8800,5,Mid Range,High Mileage
995,Toyota,Camry,2018,Diesel,Automatic,3200000,23.8,800,4,9100,7,Luxury,High Mileage
996,Hyundai,Creta,2018,CNG,Manual,1430000,28.7,1500,7,17500,7,Mid Range,High Mileage
997,Mahindra,XUV300,2022,Diesel,Automatic,2520000,12.1,1800,5,15600,3,Luxury,Low Mileage
998,Volkswagen,Virtus,2017,CNG,Manual,940000,25,2500,6,12400,8,Budget,High Mileage
999,Maruti Suzuki,Dzire,2024,Electric,Manual,1860000,10.6,1800,7,14100,1,Mid Range,Low Mileage
1000,Volkswagen,Virtus,2020,Diesel,Automatic,820000,12.7,2000,6,24400,5,Budget,Low Mileage
1001,Hyundai,Venue,2024,Petrol,Automatic,2500000,27.1,2000,7,14100,1,Luxury,High Mileage
1002,Toyota,Camry,2017,CNG,Manual,1320000,23.4,1500,4,20000,8,Mid Range,High Mileage
1003,Mahindra,XUV300,2017,Diesel,Automatic,920000,23.7,1800,4,16300,8,Budget,High Mileage
1004,Tata Motors,Harrier,2023,Diesel,Manual,1640000,16.2,1200,7,18000,2,Mid Range,Low Mileage
1005,Mahindra,Thar,2020,CNG,Manual,1980000,18,1200,5,23100,5,Mid Range,Low Mileage
1006,Skoda,Superb,2023,CNG,Automatic,3410000,27.5,800,7,16000,2,Luxury,High Mileage
1007,Volkswagen,Virtus,2016,CNG,Automatic,1400000,27.9,1000,7,5400,9,Mid Range,High Mileage
1008,Mahindra,Bolero,2019,CNG,Manual,1150000,13.9,1000,5,14200,6,Mid Range,Low Mileage
1009,Honda,Civic,2024,Electric,Automatic,2020000,17.5,1500,6,15800,1,Luxury,Low Mileage
1010,Renault,Kiger,2017,Diesel,Manual,2530000,25.6,1000,7,22100,8,Luxury,High Mileage
1011,Toyota,Innova,2018,Petrol,Automatic,1350000,12.2,800,4,8400,7,Mid Range,Low Mileage
1012,Renault,Duster,2020,CNG,Manual,2130000,22.3,2500,4,19400,5,Luxury,High Mileage
1013,Toyota,Urban Cruiser,2020,Electric,Automatic,1460000,25.8,1500,5,17400,5,Mid Range,High Mileage
1014,Tata Motors,Harrier,2023,CNG,Manual,1500000,16.3,1500,6,21100,2,Mid Range,Low Mileage
1015,Maruti Suzuki,Ertiga,2020,Petrol,Manual,1120000,25.8,2500,6,9000,5,Mid Range,High Mileage
1016,Kia,Sonet,2020,CNG,Manual,470000,22.3,1800,5,21400,5,Budget,High Mileage
1017,Tata Motors,Punch,2018,Electric,Manual,3190000,15.8,2500,4,15400,7,Luxury,Low Mileage
1018,Hyundai,Creta,2023,CNG,Automatic,1780000,25.5,1800,4,14300,2,Mid Range,High Mileage
1019,Toyota,Urban Cruiser,2015,CNG,Automatic,1040000,10.1,1500,6,17800,10,Mid Range,Low Mileage
1020,Kia,EV6,2018,Diesel,Automatic,2080000,17.9,1800,7,22100,7,Luxury,Low Mileage
1021,Tata Motors,Harrier,2019,CNG,Automatic,3260000,22.4,1800,4,12700,6,Luxury,High Mileage
1022,Maruti Suzuki,Dzire,2019,Electric,Manual,2710000,18.1,1500,5,10700,6,Luxury,Low Mileage
1023,Tata Motors,Tiago,2024,Electric,Automatic,2900000,11,800,7,21800,1,Luxury,Low Mileage
1024,Kia,Sonet,2022,Diesel,Automatic,1030000,11.9,800,5,18900,3,Mid Range,Low Mileage
1025,Volkswagen,Virtus,2015,Petrol,Automatic,2550000,14.9,800,7,8900,10,Luxury,Low Mileage
1026,Toyota,Fortuner,2017,Electric,Automatic,960000,26.5,800,4,5300,8,Budget,High Mileage
1027,Toyota,Fortuner,2016,Diesel,Automatic,810000,22.5,2500,4,22700,9,Budget,High Mileage
1028,Maruti Suzuki,Swift,2022,CNG,Manual,1000000,14.5,1000,4,19500,3,Mid Range,Low Mileage
